"","term","pos.neg"
"35298","pseudophilot","negative"
"35299","pseudopod","positive"
"35300","pseudopodium","positive"
"35302","pseudosci","negative"
"35304","psilocybin","negative"
"35307","psittacosi","negative"
"35310","psych","positive"
"35317","psychedel","negative"
"35324","psychiatrist","positive"
"35325","psychic","positive"
"35332","psycho","negative"
"35333","psychoacoust","positive"
"35334","psychoact","negative"
"35343","psychogenesi","positive"
"35345","psychokinesi","negative"
"35365","psychologist","negative"
"35366","psycholog","positive"
"35367","psychometri","positive"
"35369","psychoneuroimmunolog","positive"
"35370","psychoneurosi","negative"
"35371","psychoneurot","negative"
"35372","psychopath","negative"
"35375","psychopatholog","positive"
"35376","psychopathi","positive"
"35377","psychosi","negative"
"35380","psychot","negative"
"35388","psychotomimet","negative"
"35389","psychotrop","negative"
"35390","psyllium","negative"
"35391","pteridosperm","negative"
"35393","ptomain","negative"
"35396","pub","positive"
"35397","puberti","positive"
"35398","puberul","negative"
"35399","public","positive"
"35424","publish","positive"
"35432","puck","positive"
"35433","pucker","negative"
"35434","puckish","positive"
"35435","pud","positive"
"35439","puddl","negative"
"35440","pueril","negative"
"35441","puff","negative"
"35444","puffbal","negative"
"35445","puffbird","negative"
"35447","puffer","negative"
"35448","pufferfish","negative"
"35449","puffi","negative"
"35450","pugil","negative"
"35451","pugilist","negative"
"35455","puir","positive"
"35456","puke","negative"
"35457","pule","negative"
"35459","pull","negative"
"35481","pulley","positive"
"35485","pullul","negative"
"35492","pulp","positive"
"35497","pulpit","positive"
"35498","pulpwood","positive"
"35500","pulsat","positive"
"35501","puls","negative"
"35504","pultenaea","negative"
"35505","puluwates","negative"
"35506","pulveris","negative"
"35507","pulver","negative"
"35509","puma","negative"
"35512","pumpernickel","positive"
"35514","pumpkin","negative"
"35517","pun","positive"
"35521","punctilio","positive"
"35522","punctili","positive"
"35524","punctuat","positive"
"35528","punctur","negative"
"35530","pungenc","positive"
"35531","pungent","negative"
"35534","punic","negative"
"35546","punitori","negative"
"35549","punkah","positive"
"35550","punkish","positive"
"35553","pup","positive"
"35554","pupil","negative"
"35558","puppetri","positive"
"35559","puppi","positive"
"35561","purblind","negative"
"35562","purchas","positive"
"35586","purgat","positive"
"35587","purg","positive"
"35590","puritan","positive"
"35592","puriti","positive"
"35593","purloin","negative"
"35594","purpl","positive"
"35606","purport","positive"
"35611","purposeless","negative"
"35614","purpura","negative"
"35615","purpur","negative"
"35616","purpurin","positive"
"35617","purs","positive"
"35619","pursuant","positive"
"35621","purul","negative"
"35625","purview","positive"
"35626","pus","negative"
"35643","pushbutton","positive"
"35644","pushcart","negative"
"35648","pushpin","negative"
"35649","pushi","positive"
"35650","pusillanim","negative"
"35652","puss","negative"
"35653","pustul","negative"
"35654","put","positive"
"35730","putoff","negative"
"35731","putout","negative"
"35732","putrefaci","negative"
"35733","putrefact","negative"
"35735","putresc","negative"
"35736","putrid","negative"
"35738","putsch","negative"
"35739","putter","positive"
"35740","putz","positive"
"35748","pycnodysostosi","negative"
"35750","pyjama","positive"
"35752","pyloroplasti","negative"
"35753","pylorus","negative"
"35754","pyoderma","negative"
"35756","pyramid","positive"
"35757","pyre","negative"
"35758","pyrexia","negative"
"35759","pyrimethamin","positive"
"35760","pyrocellulos","negative"
"35761","pyrokinesi","positive"
"35762","pyromania","negative"
"35763","pyroxylin","negative"
"35765","python","positive"
"35766","qdisc","negative"
"35767","qif","positive"
"35771","qos","negative"
"35773","quaalud","positive"
"35778","quadriparesi","negative"
"35779","quadrupl","positive"
"35780","quail","positive"
"35784","quak","negative"
"35785","qualif","positive"
"35790","qualiti","positive"
"35797","quantifi","positive"
"35798","quantil","negative"
"35801","quantiti","positive"
"35803","quarantin","negative"
"35804","quark","positive"
"35810","quarri","negative"
"35811","quart","positive"
"35812","quarter","positive"
"35814","quarterback","positive"
"35822","quartett","positive"
"35824","quartz","negative"
"35831","quasiperiod","positive"
"35832","quasistat","negative"
"35833","quatrain","positive"
"35834","quattrocento","positive"
"35835","queasi","negative"
"35836","queen","positive"
"35843","quell","negative"
"35845","quench","positive"
"35848","quenchless","negative"
"35851","querier","negative"
"35852","querul","negative"
"35854","queri","positive"
"35855","queso","negative"
"35856","quest","positive"
"35873","questionnair","positive"
"35874","quetch","negative"
"35875","queue","negative"
"35881","quick","positive"
"35895","quickbook","positive"
"35899","quicken","positive"
"35907","quickpay","positive"
"35908","quicksand","negative"
"35909","quicksilv","negative"
"35911","quidditi","negative"
"35912","quiescenc","negative"
"35922","quieten","positive"
"35925","quietud","positive"
"35926","quigley","negative"
"35929","quilt","positive"
"35932","quintess","positive"
"35933","quintupl","positive"
"35934","quirkier","negative"
"35935","quirki","positive"
"35939","quirt","negative"
"35940","quit","positive"
"35943","quitclaim","negative"
"35947","quiz","positive"
"35948","quoin","positive"
"35949","quota","positive"
"35950","quotabl","positive"
"35951","quotat","positive"
"35952","quotidian","negative"
"35953","rabbi","positive"
"35954","rabbit","negative"
"35960","rabi","negative"
"35961","raccoon","negative"
"35962","race","positive"
"35965","racemosa","positive"
"35966","racetrack","negative"
"35967","rachel","negative"
"35970","racialist","positive"
"35975","rack","negative"
"35978","racket","negative"
"35979","racoon","negative"
"35980","racquet","positive"
"35992","radiat","negative"
"35998","radio","positive"
"36007","radioact","negative"
"36009","radioisotop","positive"
"36010","radiolog","positive"
"36011","radiotelescop","positive"
"36012","radiotherapi","positive"
"36013","radish","positive"
"36017","raffia","negative"
"36018","raffish","negative"
"36019","raft","positive"
"36022","ragamuffin","negative"
"36025","ragged","negative"
"36027","ragout","positive"
"36028","raid","negative"
"36029","raider","negative"
"36032","railbird","positive"
"36033","railleri","negative"
"36034","railpass","positive"
"36035","railway","positive"
"36037","raiment","negative"
"36038","rain","negative"
"36052","rainbow","positive"
"36053","raincoat","negative"
"36054","rainfal","negative"
"36056","rainmak","positive"
"36057","rainstorm","negative"
"36058","raini","negative"
"36060","rais","positive"
"36074","raisin","positive"
"36077","raj","positive"
"36086","ralli","positive"
"36088","ram","negative"
"36089","rambl","negative"
"36090","rambuncti","negative"
"36091","ramif","negative"
"36092","ramifi","negative"
"36094","ramp","positive"
"36097","rampart","negative"
"36101","ranch","positive"
"36102","rancher","positive"
"36105","randian","positive"
"36106","randolph","negative"
"36109","randi","negative"
"36111","rang","positive"
"36112","rangi","negative"
"36113","ranitidin","negative"
"36114","rank","positive"
"36117","ransom","positive"
"36120","ranulf","negative"
"36121","rap","positive"
"36124","rapaci","negative"
"36126","rapac","negative"
"36127","rapala","positive"
"36130","raper","positive"
"36145","rapier","positive"
"36146","rapin","negative"
"36147","rapist","positive"
"36148","rapper","positive"
"36150","rapscallion","negative"
"36152","raptor","negative"
"36157","raptus","negative"
"36169","rarifi","negative"
"36173","rase","negative"
"36178","rasp","negative"
"36180","raspi","negative"
"36181","rastafarian","positive"
"36182","rat","negative"
"36189","ratabl","negative"
"36190","ratafe","positive"
"36191","ratafia","positive"
"36194","rate","positive"
"36196","rateabl","negative"
"36197","rathol","negative"
"36198","ratifi","positive"
"36200","ratio","positive"
"36201","ratiocin","positive"
"36208","rationalist","positive"
"36213","ratit","negative"
"36215","ratsnak","negative"
"36217","rattlesnak","positive"
"36223","rauisuchid","negative"
"36224","raunch","positive"
"36225","raunchi","negative"
"36230","raven","negative"
"36234","raw","negative"
"36243","ray","positive"
"36249","rayquaza","positive"
"36250","raze","negative"
"36252","razor","negative"
"36255","razorback","negative"
"36256","razz","negative"
"36259","re-emphasis","positive"
"36260","re-engin","positive"
"36261","re-incorpor","positive"
"36269","reabsorb","positive"
"36270","reach","positive"
"36289","reactiv","positive"
"36291","read","positive"
"36340","readjust","positive"
"36346","real","positive"
"36347","real-world","positive"
"36355","realign","negative"
"36356","realin","negative"
"36357","realism","positive"
"36360","realiti","negative"
"36363","realloc","positive"
"36364","realli","positive"
"36369","realm","positive"
"36370","reanim","positive"
"36373","reap","positive"
"36375","reaper","negative"
"36377","rear","positive"
"36406","reasonless","negative"
"36407","reassembl","negative"
"36409","reassert","negative"
"36415","reaver","positive"
"36416","reawaken","positive"
"36417","rebel","negative"
"36419","rebellion","negative"
"36422","reboot","positive"
"36423","rebound","positive"
"36425","rebuild","negative"
"36427","reburi","negative"
"36429","rebus","positive"
"36430","rebut","negative"
"36431","rebutt","positive"
"36434","recal","positive"
"36436","recan","negative"
"36438","recap","positive"
"36439","recapitalis","negative"
"36442","reced","negative"
"36444","receipt","positive"
"36445","receiv","positive"
"36467","recent","positive"
"36473","receptacl","positive"
"36477","receptionist","positive"
"36483","recession","negative"
"36484","recidiv","negative"
"36485","recidivist","positive"
"36487","recipi","positive"
"36501","reckon","negative"
"36502","reclam","positive"
"36503","reclin","negative"
"36508","recognis","negative"
"36510","recognit","positive"
"36513","recogn","positive"
"36517","recoilless","negative"
"36518","recollect","positive"
"36520","recolon","positive"
"36521","recombin","negative"
"36523","reconceptu","positive"
"36529","reconnect","negative"
"36533","reconsid","positive"
"36543","reconven","positive"
"36569","recover","negative"
"36575","recreant","negative"
"36576","recreat","positive"
"36583","recrudesc","positive"
"36584","recruit","positive"
"36587","rectangl","positive"
"36588","rectangular","positive"
"36593","rectitud","positive"
"36594","rector","positive"
"36595","recuper","positive"
"36597","recur","negative"
"36603","recurrenti","positive"
"36607","recycl","positive"
"36614","red","positive"
"36616","red-hot","positive"
"36666","reddish","negative"
"36670","rede","positive"
"36671","reded","positive"
"36674","redefin","positive"
"36676","redemption","negative"
"36677","redevelop","negative"
"36683","redhead","positive"
"36684","redi","positive"
"36685","rediscov","positive"
"36686","redistribut","positive"
"36687","redneck","negative"
"36689","redo","positive"
"36692","redoubt","negative"
"36693","redress","negative"
"36707","reduct","negative"
"36713","reduviid","negative"
"36716","reedem","positive"
"36717","reedmac","positive"
"36718","reef","negative"
"36720","reek","negative"
"36721","reel","negative"
"36724","reemerg","negative"
"36725","reenforc","positive"
"36726","reenrol","positive"
"36728","reestablish","negative"
"36729","reevalu","positive"
"36730","refer","positive"
"36732","refere","negative"
"36736","refil","negative"
"36757","reflex","positive"
"36766","reformist","negative"
"36768","reformul","positive"
"36770","refractor","positive"
"36772","refractori","negative"
"36773","refrain","positive"
"36775","refreez","negative"
"36784","refridger","positive"
"36788","refug","positive"
"36789","refulg","positive"
"36812","regenar","positive"
"36816","regimen","negative"
"36817","regiment","negative"
"36818","region","positive"
"36826","regist","positive"
"36829","registr","positive"
"36840","regrow","negative"
"36854","regularis","negative"
"36866","rehab","positive"
"36867","rehabilit","positive"
"36870","rehears","positive"
"36872","reific","positive"
"36873","reign","positive"
"36874","reilli","negative"
"36875","reimburs","positive"
"36877","reimposit","negative"
"36878","rein","positive"
"36879","reincarn","negative"
"36880","reinflat","negative"
"36881","reinforc","positive"
"36887","reiniti","negative"
"36888","reinstal","negative"
"36889","reinstat","negative"
"36890","reinter","negative"
"36891","reintroduc","positive"
"36892","reinvigor","positive"
"36893","reissu","positive"
"36895","reiter","positive"
"36901","rejoin","positive"
"36902","rejoind","negative"
"36910","related","negative"
"36914","relationship","positive"
"36944","releas","positive"
"36948","releg","negative"
"36952","relev","positive"
"36958","relianc","positive"
"36959","relict","negative"
"36964","reliev","positive"
"36975","religios","negative"
"37004","religious","negative"
"37006","relinquish","negative"
"37008","reloc","positive"
"37012","reli","negative"
"37017","remain","negative"
"37021","remaind","positive"
"37027","remarri","negative"
"37034","rememb","positive"
"37043","remembr","positive"
"37052","remit","negative"
"37056","remonstr","negative"
"37061","remot","positive"
"37095","remun","positive"
"37106","rend","negative"
"37109","rendaku","negative"
"37110","render","positive"
"37111","rendezv","positive"
"37118","renov","positive"
"37122","rent","negative"
"37127","rentless","negative"
"37131","reorder","positive"
"37133","repair","positive"
"37138","reparte","negative"
"37139","repay","positive"
"37140","repeat","positive"
"37146","repent","negative"
"37152","repetiti","negative"
"37166","replay","positive"
"37168","replet","negative"
"37169","replic","positive"
"37170","repli","positive"
"37177","reportag","positive"
"37180","repos","positive"
"37182","reposit","positive"
"37183","repositori","positive"
"37184","reprehend","positive"
"37189","represent","positive"
"37199","repriev","negative"
"37201","repris","negative"
"37207","reproduc","positive"
"37209","reproduct","positive"
"37215","reproof","negative"
"37218","reptil","negative"
"37219","republ","positive"
"37220","republican","negative"
"37236","requestor","positive"
"37237","requir","positive"
"37241","requisit","positive"
"37242","requit","negative"
"37243","resal","positive"
"37244","resarch","positive"
"37245","rescind","negative"
"37246","rescu","positive"
"37248","rescuer","positive"
"37249","reseach","positive"
"37250","research","positive"
"37266","researchth","positive"
"37267","resel","positive"
"37269","resembl","negative"
"37277","reserach","positive"
"37286","reservoir","positive"
"37287","reset","positive"
"37288","reshap","positive"
"37289","resid","positive"
"37302","resiniferatoxin","negative"
"37309","resistless","positive"
"37310","resiz","positive"
"37311","resold","positive"
"37312","resol","positive"
"37317","resolv","positive"
"37323","reson","negative"
"37327","resorb","positive"
"37328","resort","negative"
"37348","respir","positive"
"37361","respond","positive"
"37389","restart","positive"
"37390","restaur","positive"
"37396","restitut","negative"
"37397","restiv","negative"
"37410","restrain","negative"
"37412","restraint","positive"
"37421","restroom","positive"
"37422","result","positive"
"37425","resum","positive"
"37426","resurfac","negative"
"37429","resurrect","positive"
"37430","resynchron","negative"
"37433","retail","positive"
"37434","retain","positive"
"37435","retak","positive"
"37443","retarget","positive"
"37450","rethink","positive"
"37451","rethuglican","negative"
"37455","retinopathi","positive"
"37461","retort","positive"
"37462","retrac","positive"
"37465","retral","positive"
"37467","retreiv","positive"
"37468","retrench","positive"
"37469","retribut","negative"
"37471","retributori","negative"
"37478","retroced","negative"
"37479","retrocognit","positive"
"37480","retrograd","negative"
"37481","retrogress","negative"
"37483","retrospect","positive"
"37484","retrovert","negative"
"37485","return","positive"
"37490","reu","positive"
"37491","reunion","positive"
"37497","reunit","positive"
"37499","revamp","positive"
"37500","revanch","positive"
"37501","reveal","positive"
"37505","revelatori","positive"
"37506","revelri","negative"
"37507","reven","positive"
"37511","revenu","positive"
"37517","reverb","negative"
"37520","reverend","positive"
"37522","reverenti","positive"
"37525","reveri","positive"
"37534","revet","positive"
"37535","review","positive"
"37541","revis","negative"
"37542","revitalis","positive"
"37548","revivifi","positive"
"37549","revoc","negative"
"37557","revolut","positive"
"37564","revolutionist","negative"
"37568","revox","positive"
"37573","rewind","negative"
"37575","rewoven","positive"
"37576","rexx","positive"
"37577","rhabdomyoma","negative"
"37578","rhamnacea","positive"
"37580","rhapsodi","positive"
"37581","rhessi","positive"
"37587","rheumatoid","negative"
"37589","rhiniti","negative"
"37590","rhinorrhea","negative"
"37591","rhinostenosi","negative"
"37593","rhizotomi","negative"
"37594","rhombus","positive"
"37595","rhumb","positive"
"37597","rhyme","positive"
"37603","rhythm","positive"
"37609","ribaldri","positive"
"37610","ribavirin","negative"
"37611","ribbon","positive"
"37612","ribcag","positive"
"37613","rice","positive"
"37629","rickettsialpox","negative"
"37630","rickettsiosi","negative"
"37631","ricketi","negative"
"37634","ricochet","positive"
"37635","rictus","positive"
"37637","rid","positive"
"37639","riddl","negative"
"37641","ride","positive"
"37655","ridg","positive"
"37656","ridgeback","negative"
"37664","riffag","positive"
"37665","riffl","positive"
"37666","rifl","negative"
"37667","rifleman","positive"
"37668","rig","negative"
"37669","rigamarol","negative"
"37670","rigger","positive"
"37671","riggu","negative"
"37673","right-down","negative"
"37694","rigidif","negative"
"37695","rigidifi","negative"
"37698","rigmarol","negative"
"37699","rigor","positive"
"37702","rigour","positive"
"37705","rim","negative"
"37706","rind","positive"
"37707","ring","positive"
"37716","ringbon","positive"
"37717","ringlead","negative"
"37718","ringros","positive"
"37719","ringworm","negative"
"37720","rins","positive"
"37722","riot","negative"
"37732","ripcord","negative"
"37733","ripe","positive"
"37736","ripost","negative"
"37739","rise","positive"
"37743","risibl","negative"
"37751","rite","positive"
"37752","ritonavir","negative"
"37754","ritornello","positive"
"37756","ritual","positive"
"37758","ritz","negative"
"37760","river","negative"
"37765","riverb","negative"
"37766","riversid","positive"
"37767","rivet","positive"
"37771","rkairoa","negative"
"37772","rle","negative"
"37773","roach","negative"
"37774","road","positive"
"37782","roadless","negative"
"37783","roadsid","negative"
"37785","roadway","positive"
"37787","roam","negative"
"37790","roar","negative"
"37793","roast","positive"
"37800","rob","negative"
"37803","robberi","negative"
"37805","robe","positive"
"37814","robitussin","positive"
"37815","robot","positive"
"37819","robotman","positive"
"37822","robusti","negative"
"37824","roc","negative"
"37825","roch","positive"
"37826","rock","positive"
"37827","rock-rib","negative"
"37847","rocker","positive"
"37848","rocket","negative"
"37853","rockfoil","negative"
"37854","rocknrol","negative"
"37855","rocktron","negative"
"37856","rockwe","negative"
"37863","rod","positive"
"37865","rodent","negative"
"37867","rodeo","positive"
"37869","roe","negative"
"37870","roger","negative"
"37874","rogueri","negative"
"37875","roguish","positive"
"37876","rohypnol","negative"
"37877","roil","negative"
"37878","roister","positive"
"37879","rojo","negative"
"37880","rolaid","positive"
"37881","role","negative"
"37886","roll","positive"
"37894","roller","positive"
"37895","roller-coast","negative"
"37901","rollerblad","positive"
"37908","roly-poli","negative"
"37914","romanc","positive"
"37917","romanist","positive"
"37927","rome","positive"
"37929","romp","positive"
"37930","ron","negative"
"37933","roof","positive"
"37936","rook","positive"
"37939","rookeri","negative"
"37940","rooki","negative"
"37941","rool","positive"
"37942","room","positive"
"37951","roommat","positive"
"37953","rooster","positive"
"37954","root","negative"
"37962","rootag","negative"
"37963","rooter","positive"
"37966","ropati","positive"
"37967","rope","positive"
"37968","roper","positive"
"37969","ropework","positive"
"37970","rorqual","negative"
"37971","rosari","positive"
"37972","rose","positive"
"37976","rosebud","positive"
"37980","rosebush","positive"
"37981","roseola","negative"
"37982","rosett","negative"
"37983","rosilla","negative"
"37985","rosita","negative"
"37986","rostrum","negative"
"38005","rote","positive"
"38006","rotgut","negative"
"38015","rotund","negative"
"38016","rotundifolia","positive"
"38019","rough-cut","negative"
"38026","roughag","negative"
"38027","roughhewn","negative"
"38028","roughish","negative"
"38030","roughneck","negative"
"38032","roughshod","negative"
"38034","roulott","positive"
"38035","roum","negative"
"38058","rounded","positive"
"38062","roundworm","negative"
"38063","rous","positive"
"38065","rousseauian","positive"
"38066","rout","positive"
"38067","routin","positive"
"38070","roux","positive"
"38071","rove","negative"
"38072","rover","positive"
"38076","row","negative"
"38080","rowboat","positive"
"38081","rowdi","negative"
"38089","royal","positive"
"38108","royalti","positive"
"38116","rstein","positive"
"38118","rtai","positive"
"38119","ruanui","negative"
"38120","ruapani","negative"
"38121","rub","positive"
"38125","rubber","negative"
"38136","rubberneck","negative"
"38137","rubberstamp","positive"
"38138","rubberi","positive"
"38142","rubbishi","negative"
"38143","rubbl","negative"
"38144","rube","negative"
"38145","rubefaci","negative"
"38147","rubeola","positive"
"38148","rubicund","negative"
"38149","rubor","negative"
"38151","rubi","positive"
"38154","ruck","positive"
"38156","ruckl","negative"
"38157","ruddigor","positive"
"38158","ruddi","negative"
"38166","rudiment","negative"
"38168","rueful","negative"
"38169","ruefulli","negative"
"38171","ruff","positive"
"38175","ruficolli","positive"
"38176","rug","positive"
"38177","rugbi","positive"
"38178","rugged","negative"
"38180","ruili","negative"
"38182","ruinat","negative"
"38186","ruiner","negative"
"38188","rule","positive"
"38189","rule-govern","positive"
"38195","ruler","positive"
"38198","rum","positive"
"38204","rummag","negative"
"38205","rummi","positive"
"38207","rumormong","negative"
"38209","run","positive"
"38249","runner","negative"
"38256","runni","negative"
"38258","runtim","negative"
"38261","runti","negative"
"38262","runway","positive"
"38268","rupturewort","negative"
"38269","rural","positive"
"38270","rush","negative"
"38275","rushncap","negative"
"38276","rushi","negative"
"38277","russ","negative"
"38281","russia","positive"
"38288","rustic","negative"
"38298","ruth","negative"
"38305","rye","positive"
"38309","sabba","positive"
"38310","sabbat","positive"
"38311","sabean","negative"
"38314","saboteur","negative"
"38315","sac","negative"
"38317","sacajawea","positive"
"38318","saccharin","positive"
"38319","sachet","negative"
"38322","sacral","negative"
"38324","sacr","positive"
"38328","sacred","positive"
"38329","sacrific","positive"
"38330","sacrileg","negative"
"38331","sacrilegi","positive"
"38337","saddl","positive"
"38339","sadira","positive"
"38340","sadist","negative"
"38351","safekeep","positive"
"38353","safeti","positive"
"38362","saga","positive"
"38363","sagaci","positive"
"38368","sail","positive"
"38376","sailboat","positive"
"38380","sailor","negative"
"38399","sajdah","negative"
"38400","sakko","positive"
"38402","salad","positive"
"38408","salami","positive"
"38410","salari","positive"
"38413","sale","positive"
"38416","saleswoman","positive"
"38417","salienc","positive"
"38419","salient","positive"
"38420","salin","negative"
"38421","saliva","positive"
"38422","salivari","positive"
"38425","salli","positive"
"38429","salmasius","positive"
"38430","salmon","positive"
"38433","salmonid","negative"
"38434","salon","positive"
"38436","saloon","negative"
"38437","salping","negative"
"38438","salsa","positive"
"38440","salsifi","positive"
"38441","salt","negative"
"38445","saltin","negative"
"38446","salti","positive"
"38447","saltshak","positive"
"38448","saltwat","negative"
"38450","salubri","positive"
"38457","salvat","positive"
"38458","salv","negative"
"38460","salvor","negative"
"38464","samantha","negative"
"38466","same","positive"
"38474","sampl","positive"
"38478","samurai","positive"
"38482","sanctifi","positive"
"38485","sanction","positive"
"38487","sanctiti","positive"
"38488","sanctuari","positive"
"38489","sand","negative"
"38507","sandbag","positive"
"38508","sandbagg","positive"
"38509","sandblast","positive"
"38510","sandboy","negative"
"38511","sandhopp","positive"
"38513","sandman","positive"
"38515","sandwich","positive"
"38517","sandi","positive"
"38524","sangfroid","positive"
"38525","sanguinari","negative"
"38530","sani","negative"
"38531","sanitari","positive"
"38537","sanit","positive"
"38538","saniti","positive"
"38539","sanofi","positive"
"38541","santiago","positive"
"38543","saphead","positive"
"38545","sapid","negative"
"38546","sapienc","positive"
"38547","sapota","positive"
"38548","sapphir","positive"
"38549","sapphism","positive"
"38550","sappi","positive"
"38551","saquinavir","negative"
"38552","sara","negative"
"38556","saratoga","positive"
"38560","sarcocysti","negative"
"38561","sarcoid","negative"
"38562","sarcosom","positive"
"38565","sare","negative"
"38568","sash","negative"
"38571","satan","negative"
"38574","satchel","positive"
"38575","sate","positive"
"38577","satiabl","positive"
"38581","satin","positive"
"38585","satirist","negative"
"38587","satisfact","positive"
"38609","satur","positive"
"38610","saturday","positive"
"38611","saturnin","negative"
"38612","satyr","negative"
"38613","satyriasi","positive"
"38614","sauci","positive"
"38616","saunter","negative"
"38617","sausag","positive"
"38642","savor","positive"
"38644","savorless","negative"
"38646","savouri","negative"
"38650","saw","positive"
"38655","sawmil","negative"
"38657","saxicol","positive"
"38658","saxifrag","negative"
"38659","say","positive"
"38674","sbanter","negative"
"38675","scabbi","negative"
"38676","scabrous","negative"
"38677","scalabl","negative"
"38678","scalawag","negative"
"38679","scald","negative"
"38680","scale","negative"
"38685","scallywag","negative"
"38686","scalpel","negative"
"38691","scamp","positive"
"38692","scamper","negative"
"38693","scamster","positive"
"38694","scan","negative"
"38698","scandalmong","negative"
"38702","scanner","negative"
"38705","scansion","positive"
"38707","scantili","positive"
"38711","scanti","negative"
"38715","scapegrac","negative"
"38730","scarf","positive"
"38732","scarlet","positive"
"38740","scatolog","negative"
"38743","scattergood","positive"
"38745","scatti","negative"
"38746","scaveng","negative"
"38750","sceneri","positive"
"38751","scenest","positive"
"38755","scenographi","negative"
"38756","scent","positive"
"38760","scepter","positive"
"38764","sceptr","positive"
"38765","schadenfreud","negative"
"38766","schedd","negative"
"38767","schedul","positive"
"38778","scheme","positive"
"38779","scherirah","negative"
"38780","schism","positive"
"38782","schistosom","negative"
"38784","schizoid","negative"
"38785","schizophrenia","negative"
"38786","schizophren","negative"
"38790","schizophreniform","positive"
"38792","schlock","negative"
"38793","schlong","negative"
"38794","schmaltz","negative"
"38797","schmoos","negative"
"38798","schmooz","negative"
"38799","schmoozer","positive"
"38800","schnapp","positive"
"38801","schnap","positive"
"38802","scholar","positive"
"38805","scholarship","positive"
"38806","school","positive"
"38834","schoolchild","positive"
"38835","schoolgirl","positive"
"38836","schoolmast","positive"
"38837","schoolmistress","negative"
"38838","schoolroom","positive"
"38839","schoolyard","negative"
"38841","sci","positive"
"38843","sciatica","negative"
"38844","scienc","positive"
"38855","scientif","positive"
"38864","scientism","positive"
"38865","scientist","positive"
"38866","scintil","positive"
"38868","sciolist","negative"
"38869","scissor","negative"
"38870","scissur","positive"
"38871","sclerosi","negative"
"38872","sclerotinia","negative"
"38875","scoffer","positive"
"38876","scofflaw","negative"
"38878","scolder","negative"
"38880","scoobi","positive"
"38881","scoop","positive"
"38882","scooter","positive"
"38883","scope","positive"
"38886","scopolamin","positive"
"38888","score","positive"
"38894","scoreboard","positive"
"38899","scorpion","negative"
"38900","scotch","positive"
"38905","scotop","positive"
"38907","scottish","positive"
"38915","scow","positive"
"38918","scrabbl","positive"
"38920","scragg","negative"
"38921","scraggi","negative"
"38927","scrape","negative"
"38930","scrapheap","negative"
"38932","scrapper","positive"
"38933","scrappi","positive"
"38941","scrawl","negative"
"38942","scrawni","negative"
"38951","screen","positive"
"38955","screwdriv","negative"
"38957","scribbl","negative"
"38958","scrimp","positive"
"38959","scrimpi","negative"
"38960","scrimshaw","positive"
"38961","scrimi","negative"
"38965","script","positive"
"38968","scriptur","positive"
"38970","scrofula","negative"
"38971","scroll","positive"
"38973","scrotum","negative"
"38974","scroung","negative"
"38975","scrub","positive"
"38977","scrubbi","negative"
"38978","scruffi","negative"
"38980","scrumptious","positive"
"38981","scrunchi","positive"
"38982","scrupl","positive"
"38983","scrupulos","positive"
"38984","scrupul","positive"
"38988","scrutinis","negative"
"38989","scrutin","negative"
"38990","scrutini","negative"
"38991","scuba","positive"
"38997","sculleri","positive"
"38999","sculpt","positive"
"39001","sculptor","positive"
"39002","sculptur","positive"
"39006","scumbag","negative"
"39009","scupper","negative"
"39010","scurril","negative"
"39012","scurri","negative"
"39013","scurvi","negative"
"39014","scuttl","negative"
"39015","scuttlebutt","negative"
"39016","scyth","negative"
"39017","sea","positive"
"39037","seab","positive"
"39038","seafar","positive"
"39039","seafood","negative"
"39042","seagoon","negative"
"39043","seagul","positive"
"39044","seahors","negative"
"39045","seal","negative"
"39048","sealion","negative"
"39049","seam","positive"
"39050","seaman","negative"
"39051","seamanship","positive"
"39052","seamstress","negative"
"39053","seami","negative"
"39056","seanchan","negative"
"39057","sear","negative"
"39058","search","positive"
"39061","searchabl","positive"
"39063","seashel","positive"
"39064","seashor","positive"
"39065","seasid","positive"
"39077","seat","positive"
"39085","seatbelt","positive"
"39089","seattl","negative"
"39090","seaver","negative"
"39091","seawe","negative"
"39092","sebac","negative"
"39093","seborrhea","negative"
"39096","sec","positive"
"39097","secern","negative"
"39099","seclud","negative"
"39102","seclus","positive"
"39103","second","positive"
"39114","secondari","negative"
"39120","secreci","negative"
"39126","secretari","positive"
"39133","secretin","positive"
"39136","sect","positive"
"39138","section","positive"
"39139","sectorau","negative"
"39152","sediment","positive"
"39154","sedit","positive"
"39155","sediti","negative"
"39156","seduc","positive"
"39157","seduct","positive"
"39159","sedul","positive"
"39162","sedum","negative"
"39164","see","positive"
"39165","see-through","negative"
"39227","seeabl","positive"
"39228","seed","positive"
"39241","seek","positive"
"39255","seeker","negative"
"39256","seeketh","negative"
"39264","seemli","positive"
"39265","seem","positive"
"39266","seep","negative"
"39267","seer","positive"
"39270","segment","positive"
"39272","seigneur","negative"
"39273","seigneuri","negative"
"39274","seignior","negative"
"39275","seigniori","negative"
"39278","seiz","negative"
"39282","seizur","negative"
"39283","selachian","negative"
"39284","seldom","negative"
"39290","selectman","positive"
"39291","selectwoman","positive"
"39292","self","positive"
"39293","self-complac","positive"
"39295","self-consci","positive"
"39297","self-deprec","negative"
"39298","self-depreci","negative"
"39299","self-disciplin","positive"
"39300","self-disgust","negative"
"39301","self-distrust","negative"
